Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases
744,745,67,Male,Boots,Footwear,66,S,Charcoal,Spring,4.1,Yes,Yes,42
745,746,46,Male,T-shirt,Clothing,92,L,Orange,Fall,4.7,Yes,Yes,4
746,747,40,Male,Sandals,Footwear,45,M,Red,Winter,2.5,Yes,Yes,47
747,748,51,Male,Shorts,Clothing,74,L,Gold,Spring,4.4,Yes,Yes,13
748,749,35,Male,Hat,Accessories,39,L,Brown,Fall,3.9,Yes,Yes,8
749,750,56,Male,Scarf,Accessories,71,M,Olive,Winter,3.7,Yes,Yes,11
750,751,25,Male,T-shirt,Clothing,95,L,Violet,Fall,3.4,Yes,Yes,5
751,752,65,Male,Gloves,Accessories,72,L,Indigo,Fall,4.8,Yes,Yes,1
752,753,39,Male,Scarf,Accessories,85,L,Yellow,Fall,4.2,Yes,Yes,17
753,754,47,Male,Boots,Footwear,54,M,Teal,Fall,3.4,Yes,Yes,27
754,755,36,Male,Gloves,Accessories,41,L,Pink,Spring,2.9,Yes,Yes,3
755,756,66,Male,Coat,Outerwear,24,M,Violet,Spring,3.3,Yes,Yes,22
756,757,62,Male,Belt,Accessories,99,S,Orange,Summer,4.8,Yes,Yes,24
757,758,41,Male,Hoodie,Clothing,32,M,Red,Fall,3.8,Yes,Yes,18
758,759,66,Male,Shoes,Footwear,71,L,Peach,Summer,4.6,Yes,Yes,39
759,760,51,Male,Dress,Clothing,49,XL,Green,Winter,2.6,Yes,Yes,25
760,761,33,Male,Gloves,Accessories,50,XL,Violet,Fall,3.4,Yes,Yes,6
761,762,57,Male,Jewelry,Accessories,91,L,Yellow,Fall,4.2,Yes,Yes,26
762,763,45,Male,Belt,Accessories,46,M,Pink,Fall,3.9,Yes,Yes,43
763,764,61,Male,Sweater,Clothing,50,M,Brown,Spring,2.9,Yes,Yes,6
764,765,55,Male,Skirt,Clothing,39,XL,Silver,Fall,4.2,Yes,Yes,6
765,766,54,Male,Sneakers,Footwear,99,M,Pink,Summer,3.0,Yes,Yes,13
766,767,57,Male,Gloves,Accessories,48,M,Cyan,Winter,3.6,Yes,Yes,13
767,768,27,Male,Coat,Outerwear,77,M,Brown,Fall,2.5,Yes,Yes,11
768,769,64,Male,Backpack,Accessories,95,XL,Red,Spring,2.6,Yes,Yes,45
769,770,52,Male,Socks,Clothing,100,M,Silver,Spring,4.3,Yes,Yes,8
770,771,19,Male,Sneakers,Footwear,54,M,Gray,Spring,3.3,Yes,Yes,8
771,772,22,Male,Sweater,Clothing,68,L,Cyan,Fall,2.6,Yes,Yes,34
772,773,18,Male,Jeans,Clothing,22,L,Teal,Fall,3.6,Yes,Yes,40
773,774,29,Male,Hat,Accessories,84,L,Indigo,Winter,2.6,Yes,Yes,14
774,775,42,Male,Hat,Accessories,46,M,Yellow,Summer,3.5,Yes,Yes,11
775,776,49,Male,Handbag,Accessories,53,S,Gold,Winter,3.0,Yes,Yes,8
776,777,49,Male,Shirt,Clothing,60,M,Maroon,Spring,5.0,Yes,Yes,8
777,778,55,Male,Socks,Clothing,32,XL,Silver,Spring,2.5,Yes,Yes,37
778,779,29,Male,Socks,Clothing,50,M,Yellow,Summer,2.9,Yes,Yes,23
779,780,60,Male,Dress,Clothing,94,M,Blue,Spring,4.6,Yes,Yes,38
780,781,34,Male,Shoes,Footwear,26,M,Turquoise,Spring,3.6,Yes,Yes,38
781,782,30,Male,Scarf,Accessories,44,L,Indigo,Winter,3.0,Yes,Yes,12
782,783,28,Male,Hoodie,Clothing,57,M,Green,Summer,4.5,Yes,Yes,15
783,784,63,Male,T-shirt,Clothing,65,L,Purple,Winter,4.5,Yes,Yes,38
784,785,31,Male,Jeans,Clothing,72,M,Peach,Winter,3.2,Yes,Yes,41
785,786,46,Male,Shorts,Clothing,62,S,Purple,Spring,4.0,Yes,Yes,37
786,787,70,Male,Hat,Accessories,21,S,Teal,Winter,4.8,Yes,Yes,16
787,788,53,Male,Handbag,Accessories,85,S,Green,Spring,3.7,Yes,Yes,25
788,789,50,Male,Pants,Clothing,51,XL,Yellow,Summer,3.8,Yes,Yes,18
789,790,33,Male,Handbag,Accessories,84,S,Purple,Fall,2.7,Yes,Yes,4
790,791,22,Male,Sweater,Clothing,37,M,Indigo,Summer,4.9,Yes,Yes,12
791,792,50,Male,Scarf,Accessories,44,S,Magenta,Summer,3.1,Yes,Yes,35
792,793,34,Male,Sneakers,Footwear,45,M,Violet,Spring,4.2,Yes,Yes,45
793,794,24,Male,Pants,Clothing,35,L,Maroon,Summer,3.8,Yes,Yes,16
794,795,69,Male,Backpack,Accessories,50,XL,Yellow,Winter,4.2,Yes,Yes,10
795,796,39,Male,Sandals,Footwear,26,M,Beige,Summer,4.6,Yes,Yes,34
796,797,42,Male,Socks,Clothing,78,XL,Black,Fall,4.0,Yes,Yes,43
797,798,42,Male,Coat,Outerwear,82,M,Violet,Fall,4.0,Yes,Yes,38
798,799,29,Male,Socks,Clothing,39,M,Violet,Spring,3.8,Yes,Yes,48
799,800,55,Male,Belt,Accessories,55,L,Brown,Summer,3.3,Yes,Yes,31
800,801,32,Male,Socks,Clothing,20,S,Gold,Summer,2.6,Yes,Yes,20
801,802,25,Male,Belt,Accessories,29,L,Blue,Fall,4.9,Yes,Yes,12
802,803,38,Male,Pants,Clothing,41,M,Teal,Winter,3.5,Yes,Yes,2
803,804,32,Male,Shorts,Clothing,38,L,Silver,Winter,2.8,Yes,Yes,30
804,805,43,Male,Boots,Footwear,47,M,Maroon,Summer,2.6,Yes,Yes,28
805,806,41,Male,Dress,Clothing,30,L,White,Summer,3.7,Yes,Yes,40
806,807,56,Male,Jeans,Clothing,56,L,Charcoal,Summer,2.7,Yes,Yes,46
807,808,27,Male,T-shirt,Clothing,89,S,Brown,Winter,3.3,Yes,Yes,15
808,809,46,Male,Shoes,Footwear,96,L,Lavender,Fall,4.6,Yes,Yes,38
809,810,48,Male,Boots,Footwear,81,M,Violet,Fall,4.9,Yes,Yes,30
810,811,52,Male,Scarf,Accessories,83,S,Lavender,Fall,4.9,Yes,Yes,32
811,812,18,Male,Sneakers,Footwear,35,M,Green,Winter,2.7,Yes,Yes,36
812,813,64,Male,Boots,Footwear,56,M,Olive,Summer,3.2,Yes,Yes,32
813,814,54,Male,Handbag,Accessories,45,S,Olive,Summer,2.9,Yes,Yes,14
814,815,31,Male,Shirt,Clothing,62,M,Pink,Winter,3.8,Yes,Yes,8
815,816,30,Male,Hat,Accessories,84,L,Teal,Spring,3.0,Yes,Yes,27
816,817,26,Male,Sweater,Clothing,24,L,Cyan,Summer,3.9,Yes,Yes,24
817,818,25,Male,Handbag,Accessories,21,S,Gray,Spring,4.7,Yes,Yes,30
818,819,59,Male,Shirt,Clothing,91,M,Peach,Winter,4.9,Yes,Yes,34
819,820,55,Male,Sunglasses,Accessories,36,S,Teal,Winter,4.8,Yes,Yes,28
820,821,56,Male,Sneakers,Footwear,39,M,Turquoise,Spring,2.5,Yes,Yes,27
821,822,62,Male,Hoodie,Clothing,39,M,Green,Spring,3.9,Yes,Yes,31
822,823,35,Male,Shirt,Clothing,59,L,Magenta,Winter,3.4,Yes,Yes,23
823,824,51,Male,Sunglasses,Accessories,27,M,Green,Winter,2.5,Yes,Yes,11
824,825,61,Male,Blouse,Clothing,94,M,White,Spring,3.0,Yes,Yes,48
825,826,27,Male,Belt,Accessories,94,XL,Brown,Fall,3.6,Yes,Yes,17
826,827,54,Male,Dress,Clothing,94,M,Purple,Winter,3.6,Yes,Yes,36
827,828,31,Male,Shoes,Footwear,51,S,Green,Fall,4.1,Yes,Yes,33
828,829,24,Male,Socks,Clothing,62,M,Peach,Fall,3.7,Yes,Yes,27
829,830,42,Male,Socks,Clothing,57,S,Silver,Spring,3.1,Yes,Yes,14
830,831,41,Male,Shorts,Clothing,76,M,Maroon,Fall,4.2,Yes,Yes,5
831,832,66,Male,Gloves,Accessories,63,M,Red,Summer,4.3,Yes,Yes,47
832,833,58,Male,Jacket,Outerwear,80,L,Blue,Fall,2.5,Yes,Yes,28
833,834,43,Male,Handbag,Accessories,68,M,Purple,Fall,3.5,Yes,Yes,11
834,835,52,Male,Backpack,Accessories,89,M,Indigo,Summer,3.1,Yes,Yes,18
835,836,35,Male,Boots,Footwear,26,L,Indigo,Summer,2.5,Yes,Yes,21
836,837,23,Male,Gloves,Accessories,90,L,Violet,Winter,3.9,Yes,Yes,22
837,838,25,Male,Hoodie,Clothing,28,L,Brown,Spring,4.9,Yes,Yes,33
838,839,33,Male,Coat,Outerwear,29,M,Gray,Spring,4.3,Yes,Yes,49
839,840,48,Male,Shirt,Clothing,31,L,Teal,Spring,2.6,Yes,Yes,10
840,841,42,Male,Shirt,Clothing,24,L,Teal,Summer,4.2,Yes,Yes,18
841,842,55,Male,Sweater,Clothing,88,M,Beige,Summer,2.6,Yes,Yes,28
842,843,59,Male,Shirt,Clothing,87,M,Violet,Spring,3.6,Yes,Yes,25
843,844,65,Male,Hoodie,Clothing,80,S,Beige,Summer,3.2,Yes,Yes,6
844,845,59,Male,Sandals,Footwear,48,L,Purple,Winter,4.4,Yes,Yes,44
845,846,31,Male,Belt,Accessories,21,XL,Charcoal,Winter,3.7,Yes,Yes,30
846,847,49,Male,Boots,Footwear,72,M,Pink,Spring,3.7,Yes,Yes,42
847,848,53,Male,Hoodie,Clothing,44,L,Blue,Fall,4.1,Yes,Yes,30
848,849,48,Male,Sandals,Footwear,73,M,Lavender,Fall,3.6,Yes,Yes,33
849,850,23,Male,Jeans,Clothing,61,S,Charcoal,Spring,4.3,Yes,Yes,24
850,851,68,Male,Shoes,Footwear,20,L,Turquoise,Winter,2.6,Yes,Yes,13
851,852,35,Male,Sandals,Footwear,86,M,Red,Summer,2.9,Yes,Yes,19
852,853,34,Male,Dress,Clothing,60,L,Yellow,Spring,4.2,Yes,Yes,23
853,854,62,Male,Hat,Accessories,43,L,Orange,Winter,4.0,Yes,Yes,35
854,855,21,Male,Pants,Clothing,44,L,Blue,Spring,4.3,Yes,Yes,22
855,856,70,Male,Socks,Clothing,76,L,Gold,Spring,3.0,Yes,Yes,14
856,857,55,Male,Shirt,Clothing,33,M,Gold,Summer,3.5,Yes,Yes,47
857,858,43,Male,Shorts,Clothing,60,L,Cyan,Fall,3.0,Yes,Yes,50
858,859,19,Male,Jacket,Outerwear,26,L,Olive,Fall,3.1,Yes,Yes,33
859,860,47,Male,Hoodie,Clothing,73,M,Teal,Winter,4.0,Yes,Yes,7
860,861,26,Male,Shoes,Footwear,87,M,Maroon,Spring,4.1,Yes,Yes,3
861,862,46,Male,Skirt,Clothing,100,XL,Green,Spring,3.3,Yes,Yes,35
862,863,19,Male,Coat,Outerwear,84,M,Charcoal,Winter,4.9,Yes,Yes,13
863,864,49,Male,Sneakers,Footwear,41,M,Cyan,Summer,3.9,Yes,Yes,42
864,865,51,Male,Jeans,Clothing,59,S,Charcoal,Winter,3.9,Yes,Yes,5
865,866,64,Male,Blouse,Clothing,26,L,Charcoal,Winter,4.8,Yes,Yes,23
866,867,67,Male,Sunglasses,Accessories,69,M,Lavender,Summer,2.7,Yes,Yes,11
867,868,37,Male,Jacket,Outerwear,20,M,Turquoise,Spring,3.1,Yes,Yes,23
868,869,40,Male,Dress,Clothing,83,M,Green,Summer,3.2,Yes,Yes,2
869,870,38,Male,Hat,Accessories,54,M,Silver,Spring,2.7,Yes,Yes,33
870,871,66,Male,Hoodie,Clothing,66,M,Blue,Fall,2.5,Yes,Yes,6
871,872,47,Male,Handbag,Accessories,42,M,Charcoal,Spring,2.6,Yes,Yes,45
872,873,56,Male,Jeans,Clothing,33,M,Pink,Spring,2.9,Yes,Yes,25
873,874,51,Male,Boots,Footwear,77,M,Pink,Summer,4.2,Yes,Yes,24
874,875,25,Male,Jacket,Outerwear,65,M,Magenta,Fall,4.4,Yes,Yes,10
875,876,37,Male,Sandals,Footwear,39,L,Gray,Summer,4.1,Yes,Yes,7
876,877,41,Male,Belt,Accessories,51,L,Gray,Summer,3.8,Yes,Yes,1
877,878,64,Male,Handbag,Accessories,65,M,Orange,Winter,4.9,Yes,Yes,45
878,879,23,Male,Sunglasses,Accessories,89,S,Black,Summer,4.9,Yes,Yes,37
879,880,62,Male,Skirt,Clothing,76,S,Lavender,Spring,4.1,Yes,Yes,14
880,881,39,Male,Backpack,Accessories,75,L,Red,Spring,3.1,Yes,Yes,25
881,882,52,Male,Sandals,Footwear,61,M,Silver,Summer,2.7,Yes,Yes,18
882,883,50,Male,Boots,Footwear,35,M,Cyan,Fall,3.8,Yes,Yes,37
883,884,28,Male,Sneakers,Footwear,37,S,Gold,Fall,4.3,Yes,Yes,30
884,885,67,Male,Skirt,Clothing,91,L,Yellow,Winter,4.1,Yes,Yes,34
885,886,41,Male,Dress,Clothing,99,L,Purple,Fall,4.4,Yes,Yes,49
886,887,19,Male,Shorts,Clothing,54,S,Brown,Summer,3.6,Yes,Yes,48
887,888,70,Male,Handbag,Accessories,47,L,Turquoise,Winter,3.3,Yes,Yes,33
888,889,49,Male,Scarf,Accessories,77,S,Gold,Spring,3.6,Yes,Yes,44
889,890,59,Male,Belt,Accessories,84,S,Olive,Fall,2.8,Yes,Yes,50
890,891,52,Male,Gloves,Accessories,51,S,Purple,Spring,4.3,Yes,Yes,47
891,892,20,Male,Skirt,Clothing,26,S,Lavender,Summer,3.9,Yes,Yes,24
892,893,31,Male,Shorts,Clothing,64,L,Gray,Summer,2.7,Yes,Yes,43
893,894,33,Male,Backpack,Accessories,51,M,Red,Spring,4.7,Yes,Yes,14
894,895,44,Male,Hoodie,Clothing,60,L,Purple,Spring,3.8,Yes,Yes,3
895,896,40,Male,Hat,Accessories,69,XL,Olive,Spring,4.7,Yes,Yes,33
896,897,69,Male,Jewelry,Accessories,29,M,Lavender,Spring,4.7,Yes,Yes,38
897,898,29,Male,Shirt,Clothing,91,M,Gray,Spring,3.4,Yes,Yes,46
898,899,54,Male,Belt,Accessories,70,L,Red,Spring,3.5,Yes,Yes,19
899,900,65,Male,Sweater,Clothing,58,M,Peach,Summer,4.0,Yes,Yes,20
900,901,54,Male,Hat,Accessories,98,L,Gray,Fall,3.3,Yes,Yes,42
901,902,60,Male,Scarf,Accessories,68,L,Violet,Summer,4.7,Yes,Yes,34
902,903,43,Male,Hat,Accessories,44,M,Beige,Summer,2.8,Yes,Yes,5
903,904,44,Male,Jacket,Outerwear,45,M,Blue,Winter,3.3,Yes,Yes,3
904,905,69,Male,T-shirt,Clothing,99,L,Magenta,Spring,2.9,Yes,Yes,46
905,906,46,Male,Dress,Clothing,68,S,Cyan,Spring,2.8,Yes,Yes,16
906,907,41,Male,Pants,Clothing,56,M,Red,Spring,4.2,Yes,Yes,21
907,908,32,Male,Sweater,Clothing,43,L,Cyan,Winter,4.4,Yes,Yes,34
908,909,26,Male,Sunglasses,Accessories,99,M,Turquoise,Winter,3.6,Yes,Yes,9
909,910,61,Male,Belt,Accessories,56,L,Silver,Fall,2.7,Yes,Yes,36
910,911,49,Male,Hoodie,Clothing,25,S,Pink,Spring,3.4,Yes,Yes,22
911,912,53,Male,Pants,Clothing,74,M,Black,Winter,2.8,Yes,Yes,2
912,913,24,Male,Hoodie,Clothing,56,M,Green,Winter,3.4,Yes,Yes,32
913,914,37,Male,Sneakers,Footwear,47,M,Yellow,Fall,2.6,Yes,Yes,29
914,915,43,Male,Dress,Clothing,67,L,Purple,Summer,4.1,Yes,Yes,27
915,916,31,Male,Dress,Clothing,22,L,Purple,Winter,2.9,Yes,Yes,33
916,917,49,Male,Jeans,Clothing,34,S,Blue,Spring,2.7,Yes,Yes,16
917,918,69,Male,Sweater,Clothing,64,M,Maroon,Spring,3.7,Yes,Yes,11
918,919,65,Male,Shorts,Clothing,42,M,Orange,Spring,4.3,Yes,Yes,11
919,920,41,Male,Shirt,Clothing,82,L,Green,Winter,2.6,Yes,Yes,17
920,921,37,Male,Belt,Accessories,81,XL,Gold,Summer,4.3,Yes,Yes,37
921,922,70,Male,Coat,Outerwear,24,L,Silver,Summer,4.1,Yes,Yes,18
922,923,63,Male,Sneakers,Footwear,60,M,Cyan,Fall,4.2,Yes,Yes,13
923,924,55,Male,Shirt,Clothing,24,M,Silver,Spring,4.2,Yes,Yes,7
924,925,52,Male,Socks,Clothing,78,XL,Beige,Winter,3.1,Yes,Yes,37
925,926,22,Male,Jeans,Clothing,88,L,Teal,Winter,4.9,Yes,Yes,8
926,927,54,Male,Jeans,Clothing,63,XL,Green,Spring,4.4,Yes,Yes,11
927,928,28,Male,Sneakers,Footwear,78,L,Black,Summer,4.4,Yes,Yes,8
928,929,67,Male,Dress,Clothing,37,XL,Yellow,Winter,3.4,Yes,Yes,31
929,930,59,Male,Boots,Footwear,94,M,White,Fall,4.5,Yes,Yes,26
930,931,26,Male,T-shirt,Clothing,78,L,Green,Fall,4.5,Yes,Yes,20
931,932,24,Male,Coat,Outerwear,36,M,Silver,Winter,4.1,Yes,Yes,24
932,933,62,Male,Skirt,Clothing,24,L,Blue,Winter,3.2,Yes,Yes,45
933,934,70,Male,Sneakers,Footwear,84,M,Magenta,Spring,2.7,Yes,Yes,33
934,935,45,Male,Jeans,Clothing,47,S,Yellow,Spring,3.7,Yes,Yes,21
935,936,58,Male,Hoodie,Clothing,51,L,White,Fall,2.6,Yes,Yes,2
936,937,31,Male,Shoes,Footwear,84,M,Pink,Summer,2.7,Yes,Yes,28
937,938,32,Male,Shorts,Clothing,24,M,Magenta,Summer,2.7,Yes,Yes,18
938,939,36,Male,Blouse,Clothing,97,S,Teal,Fall,4.8,Yes,Yes,21
939,940,25,Male,T-shirt,Clothing,89,L,Indigo,Winter,4.8,Yes,Yes,24
940,941,48,Male,Belt,Accessories,44,S,Maroon,Spring,2.6,Yes,Yes,15
941,942,39,Male,Handbag,Accessories,35,L,Black,Winter,4.5,Yes,Yes,38
942,943,26,Male,Dress,Clothing,91,M,Cyan,Winter,3.2,Yes,Yes,38
943,944,32,Male,Hat,Accessories,63,L,Cyan,Winter,3.8,Yes,Yes,13
944,945,54,Male,Belt,Accessories,97,S,Gray,Spring,4.8,Yes,Yes,39
945,946,38,Male,Boots,Footwear,38,M,Violet,Summer,4.1,Yes,Yes,8
946,947,46,Male,Coat,Outerwear,24,XL,Blue,Spring,2.8,Yes,Yes,4
947,948,57,Male,Blouse,Clothing,32,M,Charcoal,Winter,3.9,Yes,Yes,6
948,949,49,Male,Hat,Accessories,90,L,Olive,Summer,4.9,Yes,Yes,11
949,950,33,Male,Jeans,Clothing,36,M,Olive,Summer,3.4,Yes,Yes,49
950,951,54,Male,Backpack,Accessories,37,XL,Turquoise,Winter,4.1,Yes,Yes,30
951,952,47,Male,Dress,Clothing,51,M,Cyan,Summer,2.9,Yes,Yes,34
952,953,36,Male,Hat,Accessories,71,S,Red,Fall,3.1,Yes,Yes,28
953,954,68,Male,Sunglasses,Accessories,50,S,Cyan,Spring,3.6,Yes,Yes,36
954,955,60,Male,Hat,Accessories,74,S,Turquoise,Fall,3.5,Yes,Yes,18
955,956,55,Male,Dress,Clothing,75,L,Lavender,Summer,3.4,Yes,Yes,4
956,957,29,Male,Shirt,Clothing,99,XL,Cyan,Spring,2.9,Yes,Yes,42
957,958,38,Male,Scarf,Accessories,23,XL,Violet,Spring,4.7,Yes,Yes,11
958,959,70,Male,Sneakers,Footwear,53,XL,Beige,Winter,4.4,Yes,Yes,31
959,960,36,Male,Skirt,Clothing,99,M,Cyan,Spring,2.6,Yes,Yes,12
960,961,18,Male,Jewelry,Accessories,48,XL,Indigo,Spring,4.4,Yes,Yes,20
961,962,62,Male,Boots,Footwear,72,L,Olive,Fall,3.7,Yes,Yes,37
962,963,29,Male,Sunglasses,Accessories,64,L,Green,Spring,4.4,Yes,Yes,26
963,964,21,Male,Boots,Footwear,63,L,Green,Spring,2.5,Yes,Yes,14
964,965,42,Male,Sandals,Footwear,51,M,Beige,Spring,2.6,Yes,Yes,12
965,966,43,Male,Boots,Footwear,55,L,Black,Spring,5.0,Yes,Yes,10
966,967,58,Male,Dress,Clothing,55,M,Brown,Spring,4.9,Yes,Yes,19
967,968,27,Male,Hoodie,Clothing,26,S,Silver,Summer,3.7,Yes,Yes,4
968,969,57,Male,Shorts,Clothing,67,L,Gray,Summer,3.1,Yes,Yes,48
969,970,40,Male,Coat,Outerwear,31,S,Pink,Fall,3.2,Yes,Yes,37
970,971,45,Male,Jeans,Clothing,66,S,Maroon,Winter,4.4,Yes,Yes,4
971,972,47,Male,Sunglasses,Accessories,67,M,Cyan,Summer,4.3,Yes,Yes,15
972,973,61,Male,Sneakers,Footwear,61,L,Gold,Winter,3.0,Yes,Yes,33
973,974,60,Male,Jacket,Outerwear,75,M,Teal,Fall,3.5,Yes,Yes,30
974,975,69,Male,Skirt,Clothing,90,M,Beige,Spring,3.6,Yes,Yes,23
975,976,58,Male,Sweater,Clothing,40,M,Olive,Summer,3.8,Yes,Yes,2
976,977,34,Male,T-shirt,Clothing,90,M,Gray,Fall,3.6,Yes,Yes,50
977,978,20,Male,Belt,Accessories,20,M,Black,Spring,4.6,Yes,Yes,34
978,979,56,Male,Gloves,Accessories,40,M,Turquoise,Summer,2.5,Yes,Yes,33
979,980,64,Male,Hat,Accessories,33,S,Brown,Fall,3.5,Yes,Yes,34
980,981,56,Male,Boots,Footwear,98,S,Magenta,Spring,4.0,Yes,Yes,39
981,982,27,Male,Belt,Accessories,42,M,Silver,Spring,3.5,Yes,Yes,47
982,983,35,Male,Coat,Outerwear,62,S,Red,Summer,3.2,Yes,Yes,37
983,984,24,Male,Hat,Accessories,45,L,Indigo,Winter,3.5,Yes,Yes,40
984,985,26,Male,Shoes,Footwear,78,M,Green,Summer,3.4,Yes,Yes,8
985,986,32,Male,Handbag,Accessories,80,M,Gray,Fall,5.0,Yes,Yes,12
986,987,54,Male,Scarf,Accessories,96,S,Peach,Spring,4.5,Yes,Yes,36
987,988,62,Male,Handbag,Accessories,47,M,Charcoal,Summer,2.8,Yes,Yes,48
988,989,50,Male,Pants,Clothing,84,M,Orange,Winter,4.9,Yes,Yes,47
989,990,70,Male,Shoes,Footwear,31,M,Beige,Spring,3.1,Yes,Yes,2
990,991,48,Male,Sunglasses,Accessories,63,S,Yellow,Spring,4.8,Yes,Yes,24
991,992,20,Male,Shorts,Clothing,97,XL,White,Spring,2.7,Yes,Yes,40
992,993,46,Male,Jacket,Outerwear,99,M,Gray,Winter,4.6,Yes,Yes,50
993,994,51,Male,Sandals,Footwear,90,M,Peach,Winter,4.4,Yes,Yes,25
994,995,53,Male,Shoes,Footwear,68,L,Violet,Fall,3.2,Yes,Yes,20
995,996,44,Male,Jewelry,Accessories,80,M,Magenta,Spring,3.0,Yes,Yes,10
996,997,29,Male,Sandals,Footwear,91,L,Maroon,Summer,4.9,Yes,Yes,32
997,998,64,Male,Pants,Clothing,30,M,Cyan,Spring,3.6,Yes,Yes,31
998,999,51,Male,Shoes,Footwear,90,M,White,Spring,3.8,Yes,Yes,48
999,1000,50,Male,Socks,Clothing,28,L,Brown,Spring,2.9,Yes,Yes,23
1000,1001,43,Male,Socks,Clothing,46,M,Red,Winter,3.9,Yes,Yes,1
1001,1002,61,Male,Dress,Clothing,60,M,Orange,Fall,3.6,Yes,Yes,4
1002,1003,55,Male,Shoes,Footwear,59,M,White,Spring,3.5,Yes,Yes,3
1003,1004,56,Male,Hat,Accessories,68,M,Green,Fall,4.0,Yes,Yes,3
1004,1005,33,Male,Backpack,Accessories,79,M,Black,Summer,4.8,Yes,Yes,44
1005,1006,43,Male,Backpack,Accessories,94,M,Gold,Winter,3.9,Yes,Yes,5
1006,1007,21,Male,Pants,Clothing,83,S,Lavender,Summer,4.5,Yes,Yes,50
1007,1008,58,Male,Gloves,Accessories,62,XL,Turquoise,Spring,4.8,Yes,Yes,2
1008,1009,41,Male,Scarf,Accessories,85,M,Pink,Spring,2.6,Yes,Yes,29
1009,1010,39,Male,Hoodie,Clothing,30,M,Silver,Summer,3.1,Yes,Yes,11
1010,1011,54,Male,Jeans,Clothing,24,XL,Gray,Spring,4.7,Yes,Yes,37
1011,1012,43,Male,Backpack,Accessories,25,L,Indigo,Spring,2.9,Yes,Yes,32
1012,1013,28,Male,Sandals,Footwear,37,L,Teal,Summer,3.8,Yes,Yes,27
1013,1014,59,Male,Belt,Accessories,69,XL,Green,Summer,3.8,Yes,Yes,31
1014,1015,28,Male,Shoes,Footwear,97,M,Violet,Summer,3.0,Yes,Yes,36
1015,1016,68,Male,Gloves,Accessories,24,M,Cyan,Summer,4.1,Yes,Yes,34
1016,1017,20,Male,Belt,Accessories,30,XL,Blue,Summer,3.4,Yes,Yes,15
1017,1018,21,Male,Jacket,Outerwear,53,L,Orange,Fall,2.5,Yes,Yes,14
1018,1019,50,Male,Dress,Clothing,70,XL,Charcoal,Spring,4.9,Yes,Yes,46
1019,1020,32,Male,Shirt,Clothing,76,S,Beige,Winter,2.8,Yes,Yes,33
1020,1021,24,Male,Scarf,Accessories,95,M,Black,Fall,4.5,Yes,Yes,41
1021,1022,55,Male,Coat,Outerwear,51,S,Lavender,Winter,4.9,Yes,Yes,39
1022,1023,61,Male,Handbag,Accessories,41,M,Lavender,Winter,4.9,Yes,Yes,7
1023,1024,61,Male,Sunglasses,Accessories,71,S,Turquoise,Winter,3.5,Yes,Yes,29
1024,1025,28,Male,T-shirt,Clothing,66,M,Purple,Summer,3.5,Yes,Yes,18
1025,1026,60,Male,Shirt,Clothing,84,M,Olive,Winter,4.9,Yes,Yes,15
1026,1027,49,Male,Handbag,Accessories,95,L,Turquoise,Winter,3.0,Yes,Yes,39
1027,1028,33,Male,Jewelry,Accessories,90,L,Teal,Summer,2.8,Yes,Yes,11
1028,1029,45,Male,Hoodie,Clothing,36,S,Lavender,Summer,3.7,Yes,Yes,4
1029,1030,29,Male,Gloves,Accessories,22,M,Purple,Spring,3.6,Yes,Yes,33
1030,1031,58,Male,Coat,Outerwear,89,L,Blue,Winter,3.3,Yes,Yes,37
1031,1032,22,Male,Sandals,Footwear,50,M,Teal,Spring,3.4,Yes,Yes,32
1032,1033,55,Male,Boots,Footwear,36,M,Lavender,Fall,4.0,Yes,Yes,44
1033,1034,19,Male,Pants,Clothing,52,S,Silver,Spring,4.6,Yes,Yes,41
1034,1035,68,Male,Socks,Clothing,29,M,Olive,Fall,4.2,Yes,Yes,44
1035,1036,61,Male,Blouse,Clothing,89,M,Brown,Fall,2.8,Yes,Yes,32
1036,1037,68,Male,Handbag,Accessories,47,M,Yellow,Fall,3.7,Yes,Yes,13
1037,1038,52,Male,Jewelry,Accessories,25,XL,Brown,Spring,3.4,Yes,Yes,48
1038,1039,41,Male,Pants,Clothing,74,XL,Cyan,Fall,3.0,Yes,Yes,3
1039,1040,29,Male,Belt,Accessories,46,M,Magenta,Fall,4.8,Yes,Yes,39
1040,1041,68,Male,Jeans,Clothing,22,S,Magenta,Fall,4.0,Yes,Yes,7
1041,1042,36,Male,Shirt,Clothing,25,M,Orange,Summer,4.9,Yes,Yes,11
1042,1043,55,Male,Belt,Accessories,80,M,Maroon,Spring,4.9,Yes,Yes,47
1043,1044,28,Male,Jeans,Clothing,76,M,Green,Spring,3.3,Yes,Yes,28
1044,1045,39,Male,Jeans,Clothing,30,L,Teal,Summer,4.4,Yes,Yes,17
1045,1046,54,Male,Sweater,Clothing,79,L,Black,Fall,3.5,Yes,Yes,11
1046,1047,40,Male,Sneakers,Footwear,22,M,Magenta,Winter,4.2,Yes,Yes,12
1047,1048,31,Male,Socks,Clothing,36,S,Olive,Fall,4.2,Yes,Yes,7
1048,1049,30,Male,Socks,Clothing,77,L,Yellow,Fall,2.7,Yes,Yes,19
